idx	X	Y
171	15087.70376305764	238.2285429307029
172	15096.57504294075	238.1439993764436
173	15089.63039484641	238.169488154177
174	15089.69933575428	238.1672273525074
175	15086.66609153036	238.1853501028388
176	15086.66476605576	238.1854580264813
177	15082.28027437812	238.2172260821161
178	15082.27922836578	238.2173774785949
179	15075.35690058491	238.2772837190279
180	15082.29751908823	238.2174487185523
181	15075.38392679867	238.2781238664852
182	15075.34048401787	238.2772965801892
183	15062.66239718706	238.3612881547828
184	15062.64211195287	238.3611086160877
185	15060.30127384262	238.3955594994348
186	15062.78360104683	238.3651694266323
187	15060.29991454758	238.3981160903112
188	15060.28969154756	238.3954025733128
189	15054.42885831687	238.4353299996978
190	15054.45822595258	238.4347830656559
191	15053.03362266436	238.4523902919032
192	15053.92977191458	238.4412791941414
193	15047.2497519868	238.6491781893509
194	15047.25746510336	238.6488580863748
195	15041.11706995097	238.6817839646392
196	15047.76808427222	238.6787288803313
197	15041.28096884135	238.6874217795611
198	15041.1087929111	238.6818978525141
199	15038.41941822973	238.6741548974377
200	15038.41941822873	238.6741548974459
201	15033.26303832085	238.70763134219
202	15038.444427287	238.6770555335864
203	15033.32411610765	238.7069156798564
204	15033.26894157904	238.7071750958208
205	15027.37081825888	238.7575590648684
206	15027.75727559048	238.7526370656871
207	15026.91065275733	238.7633078911651
208	15027.33847137365	238.7582426660614
209	15024.19738726117	238.8081295148943
210	15024.20996451502	238.8078403797043
211	15022.30538544014	238.8557598575727
212	15022.48525646464	238.8517607705948
213	15020.104217913	238.9269000713645
214	15024.18074468121	238.8080151607508
215	15021.90674211169	238.8659122350556
216	15021.90678331329	238.8658867997574
217	15020.02590478597	238.923203230229
218	15020.02613028535	238.9232618372127
219	15017.48045532092	238.935998436717
220	15017.44574897351	238.9359020532873
221	15015.08717817399	238.9769322161225
222	15017.61204566535	238.9360269506045
223	15015.37166019001	238.9884492001359
224	15015.0759016004	238.9770019556869
225	15012.83916765065	238.9909434470282
226	15012.84952784571	238.9911369380078
227	15010.76585548896	239.0223672006181
228	15012.89226992483	238.9903836888905
229	15010.80000429591	239.0228489936414
230	15010.76103446824	239.0230095676345
231	15008.56432856389	239.0441630763739
232	15010.82872266612	239.0227152885302
233	15008.59647530157	239.0441414044126
234	15008.56432856489	239.0441630763773
235	15007.11895563519	239.0961888537221
236	15007.33009464924	239.0982714840124
237	15007.11313053349	239.1110665651623
238	15007.13190647986	239.0960824938396
239	14998.66088572546	239.120939939664
240	14998.65928962884	239.1210366139748
241	14992.00674038178	239.1802184039973
242	14998.64103894095	239.1220354440495
243	14992.21320759095	239.1808896182306
244	14991.99662147926	239.1802655913014
245	14989.57708462308	239.2274489281396
246	14989.57346772034	239.227279580531
247	14986.68546393625	239.430052979776
248	14989.90339755311	239.2425614613701
249	14988.23555572766	239.6035815903662
250	14986.65867158968	239.431024567516
251	14981.38956858724	239.3945797210277
252	14981.39622519776	239.394332249765
253	14980.20880811961	239.4797713651152
254	14981.44644173857	239.3961480453803
255	14980.37028502864	239.4864177055672
256	14980.20559586655	239.4795920889332
257	14974.98587236076	239.4448883894373
258	14974.93792792149	239.4400517811153
259	14975.1055225169	239.4503195432636
260	14974.97854295315	239.4449422470747
261	14972.12835215249	239.4555617302451
262	14972.12931423994	239.4555567451695
263	14969.74335845599	239.4550865285292
264	14972.14456251488	239.4606025280822
265	14970.42810954966	239.4564267833973
266	14969.720597492	239.4553272314254
267	14964.03801119772	239.46421327246
268	14964.09091785407	239.4609122264952
269	14963.87691726299	239.4761683467823
270	14964.02556915407	239.464773071479
271	14957.72309566768	239.5514626763378
272	14957.72645114055	239.5513698613018
273	14956.56711881659	239.5692755392459
274	14956.57273785743	239.569047429414
275	14949.24493162512	239.6520934283865
276	14949.224256991	239.6526387929732
277	14947.14096725381	239.6951448450392
278	14949.41143247748	239.6496397042772
279	14947.40878594204	239.6965738471184
280	14947.13748957505	239.6951321948902
281	14945.09255455216	239.7502204259958
282	14945.06949100949	239.7508136233234
283	14943.15855915259	239.7880535706227
284	14945.12296064045	239.7517655977219
285	14943.35500685518	239.7917848898639
286	14943.17081984895	239.7877267471843
287	14941.35152158396	239.8362914858805
288	14942.93896847001	239.7849004909715
289	14941.31209830225	239.8371551359192
290	14941.34601575531	239.8363672699829
291	14939.38687109823	240.0430788133036
292	14939.77350176008	240.0475176333884
293	14939.43342297988	240.0541494556082
294	14939.33732837237	240.043615953232
295	14932.86571961179	240.0408362905134
296	14932.86571961079	240.0408362904943
297	14925.95031902499	240.1540880025298
298	14932.88275254939	240.0412449782251
299	14926.37240570443	240.1567159614751
300	14925.95131457074	240.1548728552596
301	14923.44753978124	240.1627755819027
302	14923.45197306972	240.1626819890869
303	14921.17362271207	240.2142806329607
304	14923.49402470392	240.1627171653418
305	14923.04628487228	240.2906692623756
306	14921.17065341711	240.2143180499188
307	14919.35538478591	240.327729521898
308	14923.05011127826	240.2905853957666
309	14919.57278781594	240.3419647740043
310	14919.35601709426	240.3277405860481
311	14917.20160986165	240.3841182212571
312	14917.17085013959	240.3846028307991
313	14917.30448115973	240.4050228126769
314	14917.19801650258	240.4007468303706
315	14918.0161559305	240.4157274004559
316	14917.3201031493	240.4053358404726
317	14910.55281812885	240.4309602472454
318	14910.53022182833	240.4309983812612
319	14908.45443726851	240.4751797669755
320	14908.21009357179	240.4736658812622
321	14906.32785496555	240.4934390938116
322	14912.37661688971	240.4873582424992
323	14908.83522868368	240.4758334211966
324	14910.23132110608	240.439718131276
325	14908.43614672575	240.4781314985714
326	14908.81954131493	240.4765874691476
327	14906.54449552883	240.4916400205753
328	14906.51386173699	240.4922411405464
329	14904.09031326165	240.5472190061069
330	14906.72089417801	240.4921742145041
331	14904.47442287139	240.5600323331769
332	14904.07987722023	240.5471656905011
333	14903.64196827258	240.5398832935844
334	14903.64196827358	240.5398832935557
335	14899.64829006968	240.6166659983524
336	14904.88337806016	240.5729899366637
337	14899.88509435004	240.6278247856421
338	14899.6500636857	240.6166705848309
339	14897.84967331842	240.6017322271656
340	14897.84491587809	240.6017613044555
341	14891.83059961262	240.6296639174497
342	14897.91310271182	240.6016016652166
343	14892.35592937115	240.6289258821755
344	14891.84730716327	240.6295011992453
345	14890.73691712877	240.6130083165357
346	14890.73694151871	240.6135846016557
347	14887.73676881654	240.6168908290144
348	14890.88148654604	240.6149024278812
349	14888.21744367239	240.6166309858918
350	14891.74760492388	240.6299284262332
351	14887.7513961874	240.6168316858847
352	14887.73108811744	240.6169997347619
353	14884.96873321173	240.6227774531637
354	14884.98138010712	240.6224777502495
355	14884.40074688906	240.6274810536251
356	14884.40962063239	240.6272129629206
357	14877.79697503911	240.9090974426493
358	14878.58823771913	240.9023358982714
359	14878.89057053024	240.9253096268914
360	14877.78551726317	240.9095766450638
361	14876.60477869221	240.8560723179368
362	14876.59722125006	240.8564144553609
363	14876.12737728029	240.9327330470102
364	14877.3199252497	240.8910515572752
365	14875.69952656002	240.9145227040379
366	14877.60503449831	240.9122847516329
367	14864.9170935895	241.0143752114645
368	14864.87632596741	241.0148155563553
369	14862.70103268551	241.065895430914
370	14862.69463663388	241.0660852293092
371	14862.12656931832	241.1721838132741
372	14864.94344936916	241.0060252865567
373	14862.14159564281	241.1718026842487
374	14862.63023314871	241.0694454752578
375	14861.69255960676	241.16669783487
376	14862.14802212166	241.1720804130311
377	14860.8325452124	241.3893048535883
378	14861.26744436035	241.4020876246601
379	14860.51724446737	241.3852935574974
380	14860.8325452114	241.3893048535514
381	14855.16285880266	241.3009044551094
382	14855.16937412953	241.3014876169341
383	14853.04027653655	241.4485368282158
384	14855.28101617582	241.6403390854487
385	14853.02627918613	241.4561388752986
386	14855.14456978677	241.3015112083939
387	14853.02730014993	241.4507364379233
388	14853.03897373517	241.4482300398571
389	14849.17792629389	241.5643068929702
390	14849.17172748024	241.5637870304782
391	14843.29505945941	241.5477335907091
392	14851.16911888222	241.7638734681213
393	14843.37558374492	241.547709427116
394	14843.30226409167	241.5476609520947
395	14839.66864800493	241.6416284256949
396	14839.66636808355	241.6416607926293
397	14839.81225906686	241.6836567542215
398	14839.64220754295	241.6538176130244
399	14836.74842185723	241.6453464527208
400	14836.74827590972	241.6457530230075
401	14834.92137817064	241.6984258852117
402	14836.88134051652	241.6463009840303
403	14834.93176759833	241.6979631383986
404	14834.94121453067	241.6983794227187
405	14830.82316689468	241.7995149335085
406	14830.8173960363	241.7998249705072
407	14828.50900456293	241.8831531226132
408	14830.80018434113	241.8008080206304
409	14828.67221108567	241.8804054939724
410	14828.67633615869	241.8814190604616
411	14822.78692480724	242.508108279701
412	14826.19830239564	242.8014938738381
413	14842.71433074935	244.3958551390118
414	14827.99211011687	242.4876564995245
415	14840.69386289108	243.7699280970279
416	14842.71111460295	244.3938564327588
417	14822.10770900307	242.5133932485124
418	14822.77219768997	242.5084966418459
419	14819.29758241238	242.324306279364
420	14819.3152662078	242.3302703853746
421	14813.5299422046	242.1359482836671
422	14822.75576674931	242.4952636223914
423	14817.98691470713	242.1041075954131
424	14819.31243814462	242.3248380636132
425	14813.62796959855	242.1284036493852
426	14813.61425955017	242.1283436356484
427	14811.5314229375	241.9278916392289
428	14811.52978795707	241.9276862149917
429	14809.45727813835	241.9000087332506
430	14811.40615536955	241.922688668248
431	14809.51882534492	241.934905845816
432	14809.52216018214	241.934828301053
433	14805.66642748064	241.8726973952942
434	14809.57363539141	241.968941223143
435	14805.70637508494	241.8731220283054
436	14805.66300378173	241.8729182692622
437	14803.29846589391	241.972067171979
438	14804.89165990575	242.1583343528797
439	14803.23835529745	241.9873619327344
440	14803.2998829198	241.9719888585163
441	14799.32451730095	241.7389192294084
442	14799.32179211479	241.7388230307168
443	14796.32594854524	241.8368473497967
444	14799.34184042771	241.7318807016805
445	14796.12010199697	241.8512618986689
446	14796.30507177696	241.8362874262611
447	14792.40019756554	241.8306119307597
448	14792.39527748238	241.8308506620099
449	14790.66668742673	241.8550360959978
450	14790.64928623411	241.8548018760161
451	14788.96973262543	241.8808164939708
452	14792.40491370928	241.8332584831127
453	14790.6908850377	241.8582563124198
454	14790.66175078717	241.8552780167342
455	14788.85654849495	241.8599123471936
456	14788.85707663618	241.8598837797504
457	14786.98755359873	241.8410161189427
458	14788.97927563538	241.8806499643162
459	14786.98102513066	241.8411601285056
460	14786.98755359973	241.8410161189216
461	14783.69113050993	241.840699767519
462	14783.68026654505	241.8412504783073
463	14781.86215377623	241.8345200056669
464	14783.69348807951	241.8406332209217
465	14781.84054726834	241.8276589132011
466	14781.87133291199	241.8343103751473
467	14778.67491850337	242.0846870824172
468	14778.66508381956	242.084883657864
469	14770.19153645262	241.9639751063187
470	14778.74935202358	242.0991770177606
471	14770.23283396022	241.9630158342836
472	14770.19193285297	241.9642372756521
473	14765.93464082271	242.0849140728532
474	14765.95131096619	242.0843994777433
475	14763.97890777862	242.1488940426343
476	14764.92787043276	242.2463587095476
477	14756.93357810657	242.2940000135293
478	14765.89493456255	242.0858272383145
479	14763.96546040563	242.1501426963503
480	14763.98232742976	242.148790410263
481	14757.026427603	242.2709867051622
482	14757.01594136684	242.2711447215684
483	14755.53639589518	242.1145159188939
484	14755.1570126682	242.1224942424094
485	14754.23261124562	242.31885133804
486	14755.52329819724	242.1148789534084
487	14753.8662242111	242.2396984096363
488	14753.85297882438	242.2397723856942
489	14751.90916197514	242.0709727952291
490	14753.83071791942	242.2372429468304
491	14752.06878815009	242.0555360340119
492	14751.9271689601	242.0702181542366
493	14749.93057727452	242.1436396320854
494	14749.92294476415	242.14357775636
495	14744.12105070892	242.1298924401273
496	14749.93114557878	242.1462303508888
497	14744.17123342399	242.1353719975081
498	14744.14164195397	242.1298724777475
499	14736.84450696047	242.0570800067338
500	14736.84450696147	242.0570800067261
501	14735.50007674376	242.4223109560569
502	14735.4949007582	242.4219864179629
503	14736.03316929015	242.063299277502
504	14736.03106385483	242.0633093987523
505	14733.39096349122	241.9601128766627
506	14735.44160078347	242.4286146754485
507	14734.64080101146	242.1442808662069
508	14735.43272176513	242.0761265156939
509	14733.37168203244	241.9593236671469
510	14733.38467353029	241.9600291450683
511	14732.13367948271	242.1973248052179
512	14732.13549480348	242.19716887918
513	14730.29459912151	242.2303326179345
514	14732.22249254355	242.2030432198117
515	14730.38024062298	242.2434430299398
516	14730.29390440172	242.2304230918422
517	14728.24697083687	242.1535166826103
518	14728.24457368336	242.1538575634252
519	14726.74274575282	242.1528863100922
520	14728.2768697069	242.1537950793771
521	14726.99618262331	242.1677609440875
522	14726.73962661562	242.1529275426472
523	14722.44900683866	242.150453361911
524	14722.44542305183	242.1504454064331
525	14720.99834893015	242.1601754812473
526	14720.98935184574	242.1600730935794
527	14718.79578362152	242.1742507519997
528	14718.7935943432	242.1744543395976
529	14717.06346316261	242.1838872656471
530	14718.83513601603	242.1746797517259
531	14717.08856886312	242.1854683147859
532	14717.0689435373	242.1838826382985
533	14715.06206980017	242.192534924601
534	14718.70902285807	242.1757542022487
535	14715.02888102465	242.1938187681521
536	14715.05171034161	242.1931775382727
537	14711.97465866923	242.2153388042215
538	14711.97957320713	242.2154365758203
539	14710.01435501961	242.2170675264298
540	14712.10428802543	242.2292553221162
541	14711.83170902464	242.1700095287129
542	14711.86794496107	242.1987710946268
543	14710.02072627021	242.2173348389109
544	14710.01022210841	242.2177004390062
545	14708.20964644182	242.3161887994493
546	14708.8214731683	242.3279546799479
547	14708.26387971572	242.3291456343697
548	14708.20964644082	242.3161887994911
549	14704.57647526821	242.2392405628645
550	14704.57885802096	242.2390756365469
551	14702.90936512166	242.2283658214978
552	14704.58837401853	242.2397668679792
553	14703.03611002049	242.2271531905596
554	14702.90936512069	242.2283658212475
555	14700.94772864113	242.2196835979357
556	14700.95310429262	242.2193972648757
557	14699.36168534871	242.3672603203307
558	14700.94727093627	242.2189797855429
559	14699.36035054199	242.3678036426041
560	14699.36716281248	242.3675197253383
561	14696.11460345697	242.2789355685271
562	14696.11149464626	242.2788429150547
563	14693.48818670125	242.6911269080865
564	14696.24378594334	242.2623793437645
565	14693.47567388919	242.7459697091817
566	14693.48540905683	242.6899823102892
567	14690.24224242887	242.528541168035
568	14690.22912980334	242.5288443461177
569	14688.56281192664	242.6339148483598
570	14691.40335572388	242.6433504350014
571	14688.60034868268	242.6485778496205
572	14688.56262948781	242.6339092041963
573	14685.1871565108	242.6886975079694
574	14685.17251967224	242.6855471947897
575	14679.78220857349	242.6950201783816
576	14685.19393349135	242.6886995269498
577	14680.2222129417	242.7387570123425
578	14680.21263061534	242.7391992461754
579	14678.86206777638	243.0322761067247
580	14678.87168696891	243.0329232712011
581	14677.90154976142	243.1945096918327
582	14678.61213523578	243.0083695219575
583	14671.56080289437	242.6539326348078
584	14671.56158993098	242.6538597624029
585	14670.66694944649	242.6543178283585
586	14670.63625294171	242.6546060243572
587	14661.41505956088	242.8740642266374
588	14661.48873412107	242.8807997748538
589	14661.63315775838	242.5553875439465
590	14661.40822621899	242.8741007508653
591	14659.12901769024	242.7883519965979
592	14659.13173281125	242.7881991532355
593	14657.34047187839	242.7846910249742
594	14659.43417411113	242.8772967971918
595	14657.38453376791	242.7873405687549
596	14657.33909149997	242.7844787960649
597	14651.39552043234	242.7234183751113
598	14651.38754959499	242.7239620319477
599	14649.42438110985	242.7038197122527
600	14649.30463594477	242.6984009491373
601	14646.2997678869	242.7510887812962
602	14651.68018571713	242.7634184433443
603	14649.35563979144	242.7180669954344
604	14649.41510816299	242.7037967187566
605	14648.05583362063	242.714005654041
606	14648.0502786205	242.7142016499925
607	14646.36062727005	242.7413544166419
608	14646.55331423457	242.7304115558237
609	14644.72780599548	242.6721151611641
610	14648.05494362182	242.714815464438
611	14646.34120284392	242.737765521817
612	14646.33870715565	242.7416511073776
613	14644.70586484414	242.6750359488225
614	14644.72263815608	242.6721974593241
615	14643.60080871078	242.8071245968909
616	14643.59537056252	242.8072068208189
617	14641.18766899917	242.6869207618026
618	14641.20451719225	242.6873988241164
619	14639.64364561005	242.6745592828748
620	14643.67242743805	242.816216185778
621	14639.82677024383	242.6880746936319
622	14639.63578793301	242.6745649854337
623	14637.72385693015	242.6682445344409
624	14641.18530114472	242.6876443410116
625	14637.76731535803	242.6745115224658
626	14637.71879029468	242.6683880983088
627	14636.17070327447	242.5924595677317
628	14636.17070327546	242.5924595677294
629	14634.39557902626	242.6506531209479
630	14636.61832019329	242.5037139243985
631	14634.52682529595	242.6481341861737
632	14634.52788140382	242.6476081527851
633	14632.59968979003	242.6838502080411
634	14634.39927401966	242.6507849732822
635	14632.58737091269	242.6853174309132
636	14632.58886890241	242.6851119612583
637	14629.3720711504	242.6549406629722
638	14629.37091634911	242.6549917887127
639	14626.44666668048	242.6797735647627
640	14630.59410033751	242.7039855135245
641	14626.60033851642	242.6912799349133
642	14626.45039707412	242.6796405602252
643	14624.8709180536	242.6733048343262
644	14624.86975863967	242.6734439698663
645	14620.60018341989	242.6587790117335
646	14624.99010671985	242.674825179345
647	14621.1487817563	242.6704590180476
648	14620.57243962636	242.6591145349545
649	14619.01239359838	242.7277651019754
650	14619.01067455854	242.7278821701519
651	14617.33690441068	242.6865910135808
652	14619.05924323926	242.7359320648126
653	14617.3624547411	242.6881795010423
654	14617.35015757271	242.6881389047259
655	14615.70769384652	242.673527368863
656	14615.70693389192	242.6735067388332
657	14614.03807121083	242.735355835626
658	14615.73155666036	242.6744660003621
659	14614.12324014273	242.7415218419834
660	14614.03926894472	242.7355098843682
661	14611.00711135829	242.7614600803986
662	14611.01656326125	242.7612529597896
663	14609.34470982546	242.8826166299706
664	14611.15763005056	242.772917572168
665	14609.4246502407	242.8976899644618
666	14609.34050697246	242.8825298372681
667	14607.74322820618	242.9006567942216
668	14607.7542862736	242.9000625044615
669	14607.69636235602	242.9670943155122
670	14607.74752824461	242.9006491330647
671	14605.98315937012	242.8895066790725
672	14605.98134830031	242.88986507862
673	14596.90707380792	242.6682526005005
674	14606.01323022672	242.8983961892534
675	14597.55223233691	242.6839774410637
676	14596.91051264343	242.6680162135214
677	14594.03361963274	242.9440632894632
678	14594.18381432844	242.9565069274096
679	14592.38940767822	242.8388234996425
680	14594.01344740073	242.9443259440033
681	14588.44726320762	242.6988173056636
682	14588.4464739334	242.6987752889188
683	14585.22851215651	242.6576469162406
684	14588.44438719412	242.6996409673645
685	14585.16505331522	242.6653167111276
686	14585.22699670837	242.6575055837829
687	14580.14883721728	242.5635233082566
688	14580.337323533	242.5670725641296
689	14579.84628651302	242.5586676716781
690	14580.06516653813	242.5631296235203
691	14575.43427405967	242.5341351686673
692	14575.43896487024	242.5335443836222
693	14573.78741429543	242.4504676019513
694	14575.41308862892	242.5356917594528
695	14573.6751931629	242.4474905746319
696	14573.66938140785	242.447800277342
697	14572.27945706091	242.5827974790782
698	14572.37610600903	242.5646342660372
699	14572.22164960814	242.6192683995858
700	14572.2781195841	242.5828443031895
701	14570.37387710504	242.4147976094075
702	14570.35514688071	242.4147217183454
703	14567.88181368445	242.5316820732764
704	14571.09791744666	242.3856878912271
705	14567.80713298198	242.5416328873531
706	14567.89493996008	242.5310394732758
707	14566.48355011098	242.4136274529872
708	14566.47235480254	242.4141328357375
709	14564.6871556927	242.407736565561
710	14566.46605067438	242.4131569016759
711	14564.57636453112	242.4021195405709
712	14564.69088817913	242.4073356165979
713	14563.0652633987	242.4750259241565
714	14563.06240053207	242.4747104149715
715	14561.15690880216	242.7821301472117
716	14563.41760235008	242.6204965071513
717	14561.16585404509	242.8489947428213
718	14561.15771676547	242.7818308379564
719	14554.42243923797	242.6666242214809
720	14554.58608586434	242.7209724050707
721	14554.25697621879	242.6256235855757
722	14554.43497628243	242.6668270139924
723	14548.70654927697	242.4875227181566
724	14548.69714748025	242.4876170727514
725	14546.90781359803	242.5832081087606
726	14548.8197181979	242.4908683592421
727	14546.94069403636	242.6160282629104
728	14546.90603648095	242.5831123525537
729	14544.97566946649	242.5180611868581
730	14544.977792654	242.5180774689523
731	14543.10203791642	242.5172741636465
732	14545.71596621233	242.6767841594112
733	14543.0723975724	242.5179620134186
734	14543.09905696355	242.517170866266
735	14539.49096587877	242.540439318733
736	14539.50020710849	242.5400636675936
737	14539.05525804589	242.5436810252744
738	14539.73725084103	242.539883447233
739	14539.12476288317	242.5452594409394
740	14539.07937437925	242.5436901787263
741	14535.22562097267	242.5212505442926
742	14535.18619609415	242.5211444230043
743	14534.81982350442	242.523348540213
744	14534.81890794872	242.5232794613288
745	14526.72892935856	242.5734084210569
746	14526.72827202844	242.572480439678
747	14525.6985930626	242.5765166886181
748	14525.68921506552	242.5765461627399
749	14521.61874150719	242.5885724338544
750	14521.622015089	242.588570552008
751	14520.29583497606	242.602866091596
752	14521.67366258828	242.5926586637257
753	14520.30213508583	242.6036568602121
754	14520.30152719679	242.6036406215612
755	14518.26633224041	242.5517165659938
756	14518.24771045873	242.5520523959549
757	14516.9268361495	242.5117689839088
758	14519.00748599916	242.7057548967081
759	14517.01479415232	242.5095306811365
760	14516.92701706945	242.5118202389611
761	14513.25334380448	242.5367522897884
762	14513.24459991458	242.5368770910338
763	14511.52255518893	242.5285768119346
764	14513.27230212823	242.5384659464744
765	14511.38955751802	242.5473958642696
766	14511.51817760525	242.5285932303097
767	14508.96939788186	242.5555417747187
768	14511.3967730474	242.5475023081167
769	14509.02197831953	242.5564364342697
770	14508.97086469468	242.5555242942009
771	14505.85071527349	242.604417597925
772	14505.84567043499	242.6044133073952
773	14502.12545274205	242.582716204455
774	14505.92772523592	242.6067939666134
775	14502.39784027813	242.6046592297397
776	14502.12176698021	242.5827824776952
777	14500.48973538065	242.5553076357885
778	14500.49693066859	242.555249398566
779	14499.09641576028	242.5591134561983
